displayName,active,aliases,notes,details
Erie Insurance Property & Casualty Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Erie"",""hidden_phone"":""717-781-2144"",""hidden_state"":""Pennsylvania"",""hidden_street"":""100 Erie Insurance Place"",""hidden_zipcode"":""16530"",""hidden_domicile"":""Pennsylvania"",""hidden_group_name"":""Erie Ins Grp"",""hidden_naic_number"":""26830""}}"
Erie and Niagara Insurance Association,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Williamsville"",""hidden_phone"":""716-632-5433"",""hidden_state"":""New York"",""hidden_street"":""8800 Sheridan Drive, Box 9062"",""hidden_website"":""enia.com"",""hidden_zipcode"":""14231"",""hidden_domicile"":""New York"",""hidden_naic_number"":""10374""}}"
Essentia Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Glen Allen"",""hidden_state"":""Virginia"",""hidden_street"":""4521 Highwoods Parkway"",""hidden_website"":""www.markelcorp.com"",""hidden_zipcode"":""23060"",""hidden_domicile"":""Missouri"",""hidden_group_name"":""Markel Corporation Group"",""hidden_naic_number"":""37915""}}"
Esurance Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Northbrook"",""hidden_state"":""Illinois"",""hidden_street"":""3100 Sanders Road, Suite 201"",""hidden_website"":""www.esurance.com"",""hidden_zipcode"":""60062"",""hidden_domicile"":""Illinois"",""hidden_group_name"":""Allstate Ins. Group"",""hidden_naic_number"":""25712""}}"
Esurance Property and Casualty Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Northbrook"",""hidden_state"":""Illinois"",""hidden_street"":""3100 Sanders Road, Suite 201"",""hidden_website"":""www.esurance.com"",""hidden_zipcode"":""60062"",""hidden_domicile"":""Illinois"",""hidden_group_name"":""Allstate Ins. Group"",""hidden_naic_number"":""30210""}}"
Euler Hermes North America Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Baltimore"",""hidden_state"":""Maryland"",""hidden_street"":""100 International Drive, 22nd Floor"",""hidden_website"":""www.eulerhermes.com"",""hidden_zipcode"":""21202"",""hidden_domicile"":""Maryland"",""hidden_group_name"":""Allianz Ins. Group"",""hidden_naic_number"":""20516""}}"
Evanston Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Rosemont"",""hidden_state"":""Illinois"",""hidden_street"":""10275 W. Higgins Road, Suite 750"",""hidden_website"":""www.markelcorp.com"",""hidden_zipcode"":""60018"",""hidden_domicile"":""Illinois"",""hidden_group_name"":""Markel Corporation Group"",""hidden_naic_number"":""35378""}}"
Everest Denali Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Warren"",""hidden_email"":""lawdept@everestre.com"",""hidden_phone"":""908-604-3000"",""hidden_state"":""New Jersey"",""hidden_street"":""100 Everest Way"",""hidden_website"":""www.everestre.com"",""hidden_zipcode"":""07059"",""hidden_domicile"":""Delaware"",""hidden_group_name"":""Everest Reinsurance Holdings Group"",""hidden_naic_number"":""16044""}}"
Everest National Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Warren"",""hidden_email"":""lawdept@everestre.com"",""hidden_phone"":""908-604-3000"",""hidden_state"":""New Jersey"",""hidden_street"":""100 Everest Way"",""hidden_website"":""http://www.everestre.com"",""hidden_zipcode"":""07059"",""hidden_domicile"":""Delaware"",""hidden_group_name"":""Everest Reinsurance Holdings Group"",""hidden_naic_number"":""10120""}}"
Everest Premier Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Liberty Corner"",""hidden_state"":""New Jersey"",""hidden_street"":""477 Martinsville Road, PO Box 830"",""hidden_website"":""www.everestre.com"",""hidden_zipcode"":""07938"",""hidden_domicile"":""Delaware"",""hidden_group_name"":""Everest Reinsurance Holdings Group"",""hidden_naic_number"":""16045""}}"
Everest Reinsurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Warren"",""hidden_email"":""lawdept@everestre.com"",""hidden_phone"":""908-604-3000"",""hidden_state"":""New Jersey"",""hidden_street"":""100 Everest Way"",""hidden_website"":""http://www.everestre.com"",""hidden_zipcode"":""07059"",""hidden_domicile"":""Delaware"",""hidden_group_name"":""Everest Reinsurance Holdings Group"",""hidden_naic_number"":""26921""}}"
Everett Cash Mutual Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Everett"",""hidden_state"":""Pennsylvania"",""hidden_street"":""10591 Lincoln Highway"",""hidden_zipcode"":""15537"",""hidden_domicile"":""Pennsylvania"",""hidden_group_name"":""Everett Mutual Group"",""hidden_naic_number"":""17043""}}"
Evergreen National Indemnity Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Independence"",""hidden_email"":""regulatory@evergreen-national.com"",""hidden_phone"":""440-229-3420"",""hidden_state"":""Ohio"",""hidden_street"":""6150 Oak Tree Boulevard, Suite 440"",""hidden_website"":""www.evergreen-national.com"",""hidden_zipcode"":""44131"",""hidden_domicile"":""Ohio"",""hidden_group_name"":""WT Holdings Group"",""hidden_naic_number"":""12750""}}"
Excelsior Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Boston"",""hidden_phone"":""617-357-9500"",""hidden_state"":""Massachusetts"",""hidden_street"":""175 Berkeley Street"",""hidden_website"":""www.lmac.com"",""hidden_zipcode"":""02116"",""hidden_group_name"":""Liberty Mutual Group"",""hidden_naic_number"":""11045""}}"
Executive Risk Indemnity Inc.,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Whitehouse Station"",""hidden_phone"":""908-903-2000"",""hidden_state"":""New Jersey"",""hidden_street"":""202B Halls Mill Road"",""hidden_website"":""www.chubb.com"",""hidden_zipcode"":""08889"",""hidden_domicile"":""Delaware"",""hidden_group_name"":""Chubb Ltd Group"",""hidden_naic_number"":""35181""}}"
Executive Risk Specialty Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Simsbury"",""hidden_phone"":""203-244-8994"",""hidden_state"":""Connecticut"",""hidden_street"":""82 Hopmeadow Street, PO Box 2002"",""hidden_website"":""www.chubb.com"",""hidden_zipcode"":""06070"",""hidden_domicile"":""Connecticut"",""hidden_group_name"":""Chubb Ltd Group"",""hidden_naic_number"":""44792""}}"
Explorer Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""San Diego"",""hidden_phone"":""858-350-2400"",""hidden_state"":""California"",""hidden_street"":""PO Box 509039"",""hidden_website"":""explorer-insurance.com"",""hidden_zipcode"":""92150"",""hidden_domicile"":""California"",""hidden_group_name"":""ICW Group Assets Inc. Group"",""hidden_naic_number"":""40029""}}"
Factory Mutual Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Johnston"",""hidden_state"":""Rhode Island"",""hidden_street"":""PO Box 7500"",""hidden_website"":""www.fm.com"",""hidden_zipcode"":""02919"",""hidden_domicile"":""Rhode Island"",""hidden_group_name"":""FM Global Group"",""hidden_naic_number"":""21482""}}"
Fair American Insurance and Reinsurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""New York"",""hidden_phone"":""212-365-2200"",""hidden_state"":""New York"",""hidden_street"":""One Liberty Plaza"",""hidden_website"":""www.transre.com"",""hidden_zipcode"":""10006"",""hidden_domicile"":""New York"",""hidden_group_name"":""Berkshire Hathaway Group"",""hidden_naic_number"":""35157""}}"
Falls Lake National Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Raleigh"",""hidden_state"":""North Carolina"",""hidden_street"":""7721 Six Forks Road, Suite 100"",""hidden_zipcode"":""27615"",""hidden_domicile"":""Ohio"",""hidden_group_name"":""James River Group"",""hidden_naic_number"":""31925""}}"
Farm Family Casualty Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Springfield"",""hidden_state"":""Missouri"",""hidden_street"":""PO Box 10466"",""hidden_zipcode"":""65808""}}"
Farmers Casualty Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Woodland Hills"",""hidden_email"":""mary.aguilera@bristolwest.com"",""hidden_phone"":""818-965-0433"",""hidden_state"":""California"",""hidden_street"":""6301 Owensmouth Avenue"",""hidden_zipcode"":""91367"",""hidden_domicile"":""Rhode Island"",""hidden_group_name"":""Farmers Insurance Group"",""hidden_naic_number"":""40169""}}"
Farmers Direct Property and Casualty Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Woodland Hills"",""hidden_email"":""mary.aguilera@bristolwest.com"",""hidden_phone"":""818-965-0433"",""hidden_state"":""California"",""hidden_street"":""6301 Owensmouth Avenue"",""hidden_zipcode"":""91367"",""hidden_domicile"":""Rhode Island"",""hidden_group_name"":""Farmers Insurance Group"",""hidden_naic_number"":""25321""}}"
Farmers Group Property and Casualty Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Woodland Hills"",""hidden_phone"":""302-252-2000"",""hidden_state"":""California"",""hidden_street"":""6301 Owensmouth Avenue"",""hidden_zipcode"":""91367"",""hidden_domicile"":""Rhode Island"",""hidden_group_name"":""Farmers Insurance Group"",""hidden_naic_number"":""34339""}}"
Farmers Insurance Exchange,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Woodland Hills"",""hidden_email"":""mary.aguilera@bristolwest.com"",""hidden_phone"":""818-965-0433"",""hidden_state"":""California"",""hidden_street"":""6301 Owensmouth Avenue"",""hidden_website"":""www.farmers.com"",""hidden_zipcode"":""91367"",""hidden_domicile"":""California"",""hidden_group_name"":""Farmers Insurance Group"",""hidden_naic_number"":""21652""}}"
"Farmers Insurance Hawaii, Inc.",true,,,"{""_hiddenImportFields"":{""hidden_city"":""Honolulu"",""hidden_state"":""Hawaii"",""hidden_street"":""500 Ala Moana Boulevard, Suite 400-400"",""hidden_website"":""www.farmershawaii.com"",""hidden_zipcode"":""96813"",""hidden_domicile"":""Hawaii"",""hidden_group_name"":""Farmers Insurance Group"",""hidden_naic_number"":""28487""}}"
Farmers Mutual Hail Insurance Company of Iowa,true,,,"{""_hiddenImportFields"":{""hidden_city"":""West Des Moines"",""hidden_phone"":""515-724-5007"",""hidden_state"":""Iowa"",""hidden_street"":""6785 Westown Parkway"",""hidden_zipcode"":""50266"",""hidden_domicile"":""Iowa"",""hidden_group_name"":""Farmers Mutual Hail Ins Co of Iowa Group"",""hidden_naic_number"":""13897""}}"
Farmers New Century Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Woodland Hills"",""hidden_state"":""California"",""hidden_street"":""6301 Owensmouth Avenue"",""hidden_website"":""www.farmers.com"",""hidden_zipcode"":""91367"",""hidden_domicile"":""Illinois"",""hidden_group_name"":""Farmers Insurance Group"",""hidden_naic_number"":""10806""}}"
Farmers Property and Casualty Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Woodland Hills"",""hidden_email"":""mary.aguilera@bristolwest.com"",""hidden_phone"":""818-965-0433"",""hidden_state"":""California"",""hidden_street"":""6301 Owensmouth Avenue"",""hidden_zipcode"":""91367"",""hidden_domicile"":""Rhode Island"",""hidden_group_name"":""Farmers Insurance Group"",""hidden_naic_number"":""26298""}}"
Farmington Casualty Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Hartford"",""hidden_state"":""Connecticut"",""hidden_street"":""One Tower Square"",""hidden_website"":""www.travelers.com"",""hidden_zipcode"":""06183"",""hidden_domicile"":""Connecticut"",""hidden_group_name"":""Travelers Group"",""hidden_naic_number"":""41483""}}"
Federal Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Whitehouse Station"",""hidden_phone"":""908-903-2000"",""hidden_state"":""New Jersey"",""hidden_street"":""202B Halls Mill Road"",""hidden_website"":""www.chubb.com"",""hidden_zipcode"":""08889"",""hidden_domicile"":""Indiana"",""hidden_group_name"":""Chubb Ltd Group"",""hidden_naic_number"":""20281""}}"
Federated Mutual Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Owatonna"",""hidden_state"":""Minnesota"",""hidden_street"":""121 East Park Square"",""hidden_website"":""www.federatedinsurance.com"",""hidden_zipcode"":""55060"",""hidden_domicile"":""Minnesota"",""hidden_group_name"":""Federated Mutual Group"",""hidden_naic_number"":""13935""}}"
Federated Reserve Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Owatonna"",""hidden_phone"":""507-455-5200"",""hidden_state"":""Minnesota"",""hidden_street"":""121 East Park Square"",""hidden_website"":""www.federatedinsurance.com"",""hidden_zipcode"":""55060"",""hidden_domicile"":""Minnesota"",""hidden_group_name"":""Federated Mutual Group"",""hidden_naic_number"":""16024""}}"
Federated Rural Electric Insurance Exchange,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Lenexa"",""hidden_state"":""Kansas"",""hidden_street"":""PO Box 15147"",""hidden_website"":""www.federatedrural.coop"",""hidden_zipcode"":""66285"",""hidden_domicile"":""Kansas"",""hidden_naic_number"":""11118""}}"
Federated Service Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Owatonna"",""hidden_state"":""Minnesota"",""hidden_street"":""121 East Park Square"",""hidden_website"":""www.federatedinsurance.com"",""hidden_zipcode"":""55060"",""hidden_domicile"":""Minnesota"",""hidden_group_name"":""Federated Mutual Group"",""hidden_naic_number"":""28304""}}"
Fidelity and Deposit Company of Maryland,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Schaumburg"",""hidden_phone"":""847-605-3348"",""hidden_state"":""Illinois"",""hidden_street"":""1299 Zurich Way"",""hidden_website"":""www.zurichna.com"",""hidden_zipcode"":""60196"",""hidden_domicile"":""Illinois"",""hidden_group_name"":""Zurich Insurance Group"",""hidden_naic_number"":""39306""}}"
Fidelity and Guaranty Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Hartford"",""hidden_state"":""Connecticut"",""hidden_street"":""One Tower Square"",""hidden_website"":""www.travelers.com"",""hidden_zipcode"":""06183"",""hidden_domicile"":""Iowa"",""hidden_group_name"":""Travelers Group"",""hidden_naic_number"":""35386""}}"
"Fidelity and Guaranty Insurance Underwriters, Inc.",true,,,"{""_hiddenImportFields"":{""hidden_city"":""Hartford"",""hidden_state"":""Connecticut"",""hidden_street"":""One Tower Square"",""hidden_website"":""www.travelers.com"",""hidden_zipcode"":""06183"",""hidden_domicile"":""Wisconsin"",""hidden_group_name"":""Travelers Group"",""hidden_naic_number"":""25879""}}"
"Financial Casualty & Surety, Inc.",true,,,"{""_hiddenImportFields"":{""hidden_city"":""Houston"",""hidden_state"":""Texas"",""hidden_street"":""2500 Citywest Boulevard, Suite 1150"",""hidden_website"":""www.fcsurety.com"",""hidden_zipcode"":""77042"",""hidden_domicile"":""Texas"",""hidden_naic_number"":""35009""}}"
Finger Lakes Fire & Casualty Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Trumansburg"",""hidden_state"":""New York"",""hidden_street"":""6905 Rt 227, PO Box 550"",""hidden_website"":""www.flfcc.com"",""hidden_zipcode"":""14886"",""hidden_domicile"":""New York"",""hidden_naic_number"":""43842""}}"
Finial Reinsurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Omaha"",""hidden_phone"":""402-916-3000"",""hidden_state"":""Nebraska"",""hidden_street"":""1314 Douglas Street, Suite 1400"",""hidden_website"":""www.converium.com"",""hidden_zipcode"":""68102"",""hidden_domicile"":""Connecticut"",""hidden_group_name"":""Berkshire Hathaway Group"",""hidden_naic_number"":""39136""}}"
Fire Insurance Exchange,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Los Angeles"",""hidden_state"":""California"",""hidden_street"":""PO Box 2478 Terminal Annex"",""hidden_website"":""www.farmers.com"",""hidden_zipcode"":""90051"",""hidden_domicile"":""California"",""hidden_group_name"":""Farmers Insurance Group"",""hidden_naic_number"":""21660""}}"
Fireman's Fund Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Chicago"",""hidden_email"":""robin.clover@agcs.allianz.com"",""hidden_phone"":""888-846-6783"",""hidden_state"":""Illinois"",""hidden_street"":""155 North Wacker Drive, Suite 2700"",""hidden_website"":""www.firemansfund.com"",""hidden_zipcode"":""60606"",""hidden_domicile"":""Illinois"",""hidden_group_name"":""Allianz Ins. Group"",""hidden_naic_number"":""21873""}}"
"Firemen's Insurance Company of Washington, D.C.",true,,,"{""_hiddenImportFields"":{""hidden_city"":""Glen Allen"",""hidden_phone"":""800-283-1153"",""hidden_state"":""Virginia"",""hidden_street"":""4820 Lake Brook Drive, Suite 300"",""hidden_website"":""http://wrbmag.com"",""hidden_zipcode"":""23060"",""hidden_domicile"":""Delaware"",""hidden_group_name"":""W.R. Berkley Corp Group"",""hidden_naic_number"":""21784""}}"
First American Property & Casualty Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Santa Ana"",""hidden_state"":""California"",""hidden_street"":""4 First American Way"",""hidden_website"":""http://www.firstam.com"",""hidden_zipcode"":""92707"",""hidden_domicile"":""California"",""hidden_group_name"":""First American Title"",""hidden_naic_number"":""37710""}}"
First American Specialty Insurance Company,true,,,"{""_hiddenImportFields"":{""hidden_city"":""Santa Ana"",""hidden_email"":""tmisogas@firstam.com"",""hidden_state"":""California"",""hidden_street"":""4 First American Way"",""hidden_website"":""www.fapcig.com"",""hidden_zipcode"":""92707"",""hidden_domicile"":""California"",""hidden_group_name"":""First American Title"",""hidden_naic_number"":""34525""}}"
